ra_deg,dec_deg,Field Name,l,b,program_id,last_scheduled_mjd
150.85714285714286,-47.922077922077925,44_18,276.1296412763033,6.013416530574757,1,0.0
157.71428571428572,-47.922077922077925,46_18,279.96896740436955,8.582953420026929,1,0.0
164.57142857142858,-47.922077922077925,48_18,284.0711609251045,10.762831373022406,1,0.0
171.42857142857144,-47.922077922077925,50_18,288.4060610408808,12.517246757818643,1,0.0
178.2857142857143,-47.922077922077925,52_18,292.9319375911774,13.814571085256304,1,0.0
185.14285714285714,-47.922077922077925,54_18,297.5958608066515,14.629612204112206,1,0.0
192.00000000000003,-47.922077922077925,56_18,302.33579885405345,14.9456903420946,1,0.0
198.85714285714286,-47.922077922077925,58_18,307.08433454704976,14.756150248874626,1,0.0
205.71428571428572,-47.922077922077925,60_18,311.7734245854335,14.064995613521026,1,0.0
212.57142857142858,-47.922077922077925,62_18,316.3392839303033,12.88650527295306,1,0.0
219.42857142857144,-47.922077922077925,64_18,320.72643519685687,11.243916801738974,1,0.0
226.28571428571428,-47.922077922077925,66_18,324.8902407410514,9.167456737807504,1,0.0
233.14285714285717,-47.922077922077925,68_18,328.7976913810577,6.6920910896438635,1,0.0
240.00000000000003,-47.922077922077925,70_18,332.42665325958393,3.855350078889065,1,0.0
246.85714285714286,-47.922077922077925,72_18,335.7640265986487,0.6954817470885104,1,0.0
253.71428571428572,-47.922077922077925,74_18,338.803317195632,-2.749935789720063,1,0.0
260.5714285714286,-47.922077922077925,76_18,341.5420218335131,-6.44490014165185,1,0.0
267.42857142857144,-47.922077922077925,78_18,343.9790660965948,-10.355452708526686,1,0.0
274.2857142857143,-47.922077922077925,80_18,346.11237029223474,-14.449781109909617,1,0.0
281.14285714285717,-47.922077922077925,82_18,347.93648395626855,-18.698025745617578,1,0.0
288.0,-47.922077922077925,84_18,349.44012081862235,-23.071838218854175,1,0.0
294.8571428571429,-47.922077922077925,86_18,350.60332655326334,-27.543704381730652,1,0.0
301.7142857142857,-47.922077922077925,88_18,351.39389572593683,-32.085997836062305,1,0.0
308.57142857142856,-47.922077922077925,90_18,351.7624936817385,-36.66966512020523,1,0.0
315.42857142857144,-47.922077922077925,92_18,351.63570925265867,-41.26234757002535,1,0.0
322.28571428571433,-47.922077922077925,94_18,350.9059724553248,-45.82559205201913,1,0.0
329.14285714285717,-47.922077922077925,96_18,349.4170628662984,-50.31055650820862,1,0.0
336.0,-47.922077922077925,98_18,346.9444509646001,-54.65124457478995,1,0.0
342.8571428571429,-47.922077922077925,100_18,343.17318216493,-58.75388369786986,1,0.0
349.7142857142857,-47.922077922077925,102_18,337.68889364766915,-62.48121116541395,1,0.0
356.5714285714286,-47.922077922077925,104_18,330.0331695965863,-65.63363685482508,1,0.0
0.0,-43.24675324675325,0_20,332.4819251732392,-70.80935369871523,1,0.0
6.315789473684211,-43.24675324675325,2_20,319.45695409321223,-73.0316670204792,1,0.0
12.631578947368421,-43.24675324675325,4_20,303.5298392249924,-73.8804408429967,1,0.0
18.94736842105263,-43.24675324675325,6_20,287.48161121909817,-73.1434040670151,1,0.0
25.263157894736842,-43.24675324675325,8_20,274.19774622851816,-71.00690665472877,1,0.0
31.57894736842105,-43.24675324675325,10_20,264.5553512524373,-67.87989919387124,1,0.0
37.89473684210526,-43.24675324675325,12_20,257.98624787310655,-64.12948378084891,1,0.0
44.21052631578947,-43.24675324675325,14_20,253.64473211611357,-60.00149144995838,1,0.0
50.526315789473685,-43.24675324675325,16_20,250.8594382561644,-55.64674438745858,1,0.0
56.8421052631579,-43.24675324675325,18_20,249.173024690144,-51.15821669111575,1,0.0
63.1578947368421,-43.24675324675325,20_20,248.28604974185131,-46.59587287617075,1,0.0
69.47368421052632,-43.24675324675325,22_20,248.00295027064297,-42.00093984652543,1,0.0
75.78947368421052,-43.24675324675325,24_20,248.19500622442845,-37.403921166678096,1,0.0
82.10526315789474,-43.24675324675325,26_20,248.7769533334959,-32.82919928663004,1,0.0
88.42105263157895,-43.24675324675325,28_20,249.69243544096867,-28.29779301734377,1,0.0
94.73684210526316,-43.24675324675325,30_20,250.90486731729925,-23.829101918497848,1,0.0
101.05263157894737,-43.24675324675325,32_20,252.39157032479568,-19.442081293056123,1,0.0
107.36842105263158,-43.24675324675325,34_20,254.1398871433013,-15.156088093815015,1,0.0
113.6842105263158,-43.24675324675325,36_20,256.14448377064747,-10.991528099045818,1,0.0
119.99999999999999,-43.24675324675325,38_20,258.4053365586902,-6.97037139992458,1,0.0
126.3157894736842,-43.24675324675325,40_20,260.92606759089745,-3.1165627078699387,1,0.0
132.6315789473684,-43.24675324675325,42_20,263.71238785157993,0.543677055395287,1,0.0
138.94736842105263,-43.24675324675325,44_20,266.7704691887291,3.981687060051617,1,0.0
145.26315789473685,-43.24675324675325,46_20,270.1051182106281,7.166393165272805,1,0.0
151.57894736842104,-43.24675324675325,48_20,273.7176890203909,10.064596354080274,1,0.0
157.89473684210526,-43.24675324675325,50_20,277.6037646541948,12.641603943715005,1,0.0
164.21052631578948,-43.24675324675325,52_20,281.75076833856167,14.862274623192075,1,0.0
170.52631578947367,-43.24675324675325,54_20,286.13582505775366,16.692507875076167,1,0.0
176.8421052631579,-43.24675324675325,56_20,290.72433970002356,18.101129773439226,1,0.0
183.1578947368421,-43.24675324675325,58_20,295.4698149298675,19.06201606569852,1,0.0
189.47368421052633,-43.24675324675325,60_20,300.3153157077847,19.55617679513454,1,0.0
195.78947368421052,-43.24675324675325,62_20,305.1966611965623,19.57345163312199,1,0.0
202.10526315789474,-43.24675324675325,64_20,310.0469585672631,19.113480384312755,1,0.0
208.42105263157896,-43.24675324675325,66_20,314.8016676353441,18.185738211757396,1,0.0
214.73684210526315,-43.24675324675325,68_20,319.4032041244687,16.808627703947767,1,0.0
221.05263157894737,-43.24675324675325,70_20,323.804247175439,15.007825493649165,1,0.0
227.3684210526316,-43.24675324675325,72_20,327.9693309199357,12.814213548168803,1,0.0
233.68421052631578,-43.24675324675325,74_20,331.874770275697,10.261748364011213,1,0.0
239.99999999999997,-43.24675324675325,76_20,335.50731126024186,7.385551260791296,1,0.0
