target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration
icrs,2025-12-12 06:42:26.449,2025-12-12 06:43:01.449,0.5833333333333179,63.09278350515464 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 06:43:01.449,2025-12-12 06:43:13.670,0.2036962090702854,,,[]
icrs,2025-12-12 06:43:13.670,2025-12-12 06:43:48.670,0.5833333333333179,71.05263157894737 deg,-63.33333333333333 deg,{}
TransitionBlock,2025-12-12 06:43:48.670,2025-12-12 06:44:41.449,0.8796453474203858,,,[]
icrs,2025-12-12 06:44:41.449,2025-12-12 06:45:16.449,0.5833333333333179,71.05263157894737 deg,-21.11111111111111 deg,{}
TransitionBlock,2025-12-12 06:45:16.449,2025-12-12 06:46:25.636,1.153122886525395,,,[]
icrs,2025-12-12 06:46:25.636,2025-12-12 06:47:00.636,0.5833333333333179,108.67924528301889 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 06:47:00.636,2025-12-12 06:47:09.819,0.15304599922838946,,,[]
icrs,2025-12-12 06:47:09.819,2025-12-12 06:47:44.819,0.5833333333333179,86.89655172413794 deg,-70.0 deg,{}
TransitionBlock,2025-12-12 06:47:44.819,2025-12-12 06:47:49.414,0.07658225853660383,,,[]
icrs,2025-12-12 06:47:49.414,2025-12-12 06:48:24.414,0.5833333333333179,78.75 deg,-67.77777777777777 deg,{}
TransitionBlock,2025-12-12 06:48:24.414,2025-12-12 06:49:00.526,0.601856838214081,,,[]
icrs,2025-12-12 06:49:00.526,2025-12-12 06:49:35.526,0.5833333333333179,78.75 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 06:49:35.526,2025-12-12 06:50:11.637,0.6018562657134741,,,[]
icrs,2025-12-12 06:50:11.637,2025-12-12 06:50:46.637,0.5833333333333179,78.75 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 06:50:46.637,2025-12-12 06:50:49.415,0.04629657854490432,,,[]
icrs,2025-12-12 06:50:49.415,2025-12-12 06:51:24.415,0.5833333333333179,78.75 deg,-7.777777777777779 deg,{}
TransitionBlock,2025-12-12 06:51:24.415,2025-12-12 06:52:46.890,1.3745859449811437,,,[]
icrs,2025-12-12 06:52:46.890,2025-12-12 06:53:21.890,0.5833333333333179,101.8867924528302 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 06:53:21.890,2025-12-12 06:53:49.667,0.4629578062357531,,,[]
icrs,2025-12-12 06:53:49.667,2025-12-12 06:54:24.667,0.5833333333333179,101.8867924528302 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 06:54:24.667,2025-12-12 06:54:52.705,0.46728710292513576,,,[]
icrs,2025-12-12 06:54:52.705,2025-12-12 06:55:27.705,0.5833333333333179,95.09433962264151 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 06:55:27.705,2025-12-12 06:55:55.482,0.46296037399887524,,,[]
icrs,2025-12-12 06:55:55.482,2025-12-12 06:56:30.482,0.5833333333333179,95.09433962264151 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 06:56:30.482,2025-12-12 06:56:54.605,0.4020518007696694,,,[]
icrs,2025-12-12 06:56:54.605,2025-12-12 06:57:29.605,0.5833333333333179,66.66666666666666 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 06:57:29.605,2025-12-12 06:58:02.939,0.5555680005244135,,,[]
icrs,2025-12-12 06:58:02.939,2025-12-12 06:58:37.939,0.5833333333333179,66.66666666666666 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 06:58:37.939,2025-12-12 06:59:23.410,0.7578377035675565,,,[]
icrs,2025-12-12 06:59:23.410,2025-12-12 06:59:58.410,0.5833333333333179,80.68965517241381 deg,-70.0 deg,{}
TransitionBlock,2025-12-12 06:59:58.410,2025-12-12 07:00:02.552,0.06904323490610764,,,[]
icrs,2025-12-12 07:00:02.552,2025-12-12 07:00:37.552,0.5833333333333179,88.30188679245283 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 07:00:37.552,2025-12-12 07:01:05.330,0.46296301926831873,,,[]
icrs,2025-12-12 07:01:05.330,2025-12-12 07:01:40.330,0.5833333333333179,88.30188679245283 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 07:01:40.330,2025-12-12 07:02:12.461,0.5355222538595861,,,[]
icrs,2025-12-12 07:02:12.461,2025-12-12 07:02:47.461,0.5833333333333179,107.23404255319149 deg,-74.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:02:47.461,2025-12-12 07:02:50.027,0.0427637722915275,,,[]
icrs,2025-12-12 07:02:50.027,2025-12-12 07:03:25.027,0.5833333333333179,99.5744680851064 deg,-74.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:03:25.027,2025-12-12 07:03:38.399,0.22285744150285502,,,[]
icrs,2025-12-12 07:03:38.399,2025-12-12 07:04:13.399,0.5833333333333179,73.125 deg,-67.77777777777777 deg,{}
TransitionBlock,2025-12-12 07:04:13.399,2025-12-12 07:04:49.510,0.6018604009831208,,,[]
icrs,2025-12-12 07:04:49.510,2025-12-12 07:05:24.510,0.5833333333333179,73.125 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 07:05:24.510,2025-12-12 07:05:48.361,0.3975064189943822,,,[]
icrs,2025-12-12 07:05:48.361,2025-12-12 07:06:23.361,0.5833333333333179,62.608695652173914 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 07:06:23.361,2025-12-12 07:06:37.250,0.23148749969116977,,,[]
icrs,2025-12-12 07:06:37.250,2025-12-12 07:07:12.250,0.5833333333333179,62.608695652173914 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 07:07:12.250,2025-12-12 07:07:28.917,0.27778610776821644,,,[]
icrs,2025-12-12 07:07:28.917,2025-12-12 07:08:03.917,0.5833333333333179,62.608695652173914 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 07:08:03.917,2025-12-12 07:08:42.917,0.6499976510021455,,,[]
icrs,2025-12-12 07:08:42.917,2025-12-12 07:09:17.917,0.5833333333333179,66.3157894736842 deg,-63.33333333333333 deg,{}
TransitionBlock,2025-12-12 07:09:17.917,2025-12-12 07:10:10.696,0.8796506449289776,,,[]
icrs,2025-12-12 07:10:10.696,2025-12-12 07:10:45.696,0.5833333333333179,66.3157894736842 deg,-21.11111111111111 deg,{}
TransitionBlock,2025-12-12 07:10:45.696,2025-12-12 07:11:54.532,1.1472717547336764,,,[]
icrs,2025-12-12 07:11:54.532,2025-12-12 07:12:29.532,0.5833333333333179,91.91489361702128 deg,-74.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:12:29.532,2025-12-12 07:13:25.088,0.9259206840450673,,,[]
icrs,2025-12-12 07:13:25.088,2025-12-12 07:14:00.088,0.5833333333333179,91.91489361702128 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 07:14:00.088,2025-12-12 07:14:53.327,0.8873238279846429,,,[]
icrs,2025-12-12 07:14:53.327,2025-12-12 07:15:28.327,0.5833333333333179,81.50943396226415 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 07:15:28.327,2025-12-12 07:15:56.105,0.46296571136182685,,,[]
icrs,2025-12-12 07:15:56.105,2025-12-12 07:16:31.105,0.5833333333333179,81.50943396226415 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 07:16:31.105,2025-12-12 07:17:06.406,0.5883486466745858,,,[]
icrs,2025-12-12 07:17:06.406,2025-12-12 07:17:41.406,0.5833333333333179,105.3658536585366 deg,-76.66666666666667 deg,{}
TransitionBlock,2025-12-12 07:17:41.406,2025-12-12 07:17:54.994,0.22647471944059916,,,[]
icrs,2025-12-12 07:17:54.994,2025-12-12 07:18:29.994,0.5833333333333179,74.48275862068967 deg,-70.0 deg,{}
TransitionBlock,2025-12-12 07:18:29.994,2025-12-12 07:18:45.186,0.25319411420133164,,,[]
icrs,2025-12-12 07:18:45.186,2025-12-12 07:19:20.186,0.5833333333333179,62.79069767441862 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 07:19:20.186,2025-12-12 07:19:28.845,0.14432075549958512,,,[]
icrs,2025-12-12 07:19:28.845,2025-12-12 07:20:03.845,0.5833333333333179,66.85714285714286 deg,-65.55555555555556 deg,{}
TransitionBlock,2025-12-12 07:20:03.845,2025-12-12 07:20:17.104,0.2209818427463084,,,[]
icrs,2025-12-12 07:20:17.104,2025-12-12 07:20:52.104,0.5833333333333179,84.25531914893617 deg,-74.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:20:52.104,2025-12-12 07:21:47.660,0.9259281778968464,,,[]
icrs,2025-12-12 07:21:47.660,2025-12-12 07:22:22.660,0.5833333333333179,84.25531914893617 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 07:22:22.660,2025-12-12 07:23:21.445,0.9797597445785478,,,[]
icrs,2025-12-12 07:23:21.445,2025-12-12 07:23:56.445,0.5833333333333179,96.58536585365854 deg,-76.66666666666667 deg,{}
TransitionBlock,2025-12-12 07:23:56.445,2025-12-12 07:24:05.553,0.15178592659607304,,,[]
icrs,2025-12-12 07:24:05.553,2025-12-12 07:24:40.553,0.5833333333333179,74.71698113207547 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 07:24:40.553,2025-12-12 07:25:08.331,0.4629683934997786,,,[]
icrs,2025-12-12 07:25:08.331,2025-12-12 07:25:43.331,0.5833333333333179,74.71698113207547 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 07:25:43.331,2025-12-12 07:26:17.274,0.5657160130264138,,,[]
icrs,2025-12-12 07:26:17.274,2025-12-12 07:26:52.274,0.5833333333333179,87.8048780487805 deg,-76.66666666666667 deg,{}
TransitionBlock,2025-12-12 07:26:52.274,2025-12-12 07:27:14.449,0.369591040790489,,,[]
icrs,2025-12-12 07:27:14.449,2025-12-12 07:27:49.449,0.5833333333333179,62.22222222222222 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 07:27:49.449,2025-12-12 07:28:00.980,0.19217592033971442,,,[]
icrs,2025-12-12 07:28:00.980,2025-12-12 07:28:35.980,0.5833333333333179,68.27586206896552 deg,-70.0 deg,{}
TransitionBlock,2025-12-12 07:28:35.980,2025-12-12 07:28:42.366,0.10643133015388884,,,[]
icrs,2025-12-12 07:28:42.366,2025-12-12 07:29:17.366,0.5833333333333179,76.59574468085107 deg,-74.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:29:17.366,2025-12-12 07:30:12.922,0.9259357113710109,,,[]
icrs,2025-12-12 07:30:12.922,2025-12-12 07:30:47.922,0.5833333333333179,76.59574468085107 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 07:30:47.922,2025-12-12 07:31:49.644,1.0287003390056082,,,[]
icrs,2025-12-12 07:31:49.644,2025-12-12 07:32:24.644,0.5833333333333179,92.57142857142856 deg,-78.88888888888889 deg,{}
TransitionBlock,2025-12-12 07:32:24.644,2025-12-12 07:32:41.310,0.2777779089432375,,,[]
icrs,2025-12-12 07:32:41.310,2025-12-12 07:33:16.310,0.5833333333333179,92.57142857142856 deg,-65.55555555555556 deg,{}
TransitionBlock,2025-12-12 07:33:16.310,2025-12-12 07:33:33.073,0.27938552018264673,,,[]
icrs,2025-12-12 07:33:33.073,2025-12-12 07:34:08.073,0.5833333333333179,61.57894736842105 deg,-63.33333333333333 deg,{}
TransitionBlock,2025-12-12 07:34:08.073,2025-12-12 07:34:26.160,0.3014362486427835,,,[]
icrs,2025-12-12 07:34:26.160,2025-12-12 07:35:01.160,0.5833333333333179,79.02439024390245 deg,-76.66666666666667 deg,{}
TransitionBlock,2025-12-12 07:35:01.160,2025-12-12 07:35:07.823,0.11104879592506833,,,[]
icrs,2025-12-12 07:35:07.823,2025-12-12 07:35:42.823,0.5833333333333179,67.9245283018868 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 07:35:42.823,2025-12-12 07:36:10.601,0.46297103586082855,,,[]
icrs,2025-12-12 07:36:10.601,2025-12-12 07:36:45.601,0.5833333333333179,67.9245283018868 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 07:36:45.601,2025-12-12 07:36:54.173,0.14287301794430718,,,[]
icrs,2025-12-12 07:36:54.173,2025-12-12 07:37:29.173,0.5833333333333179,59.381443298969074 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:37:29.173,2025-12-12 07:38:06.248,0.6179109137907624,,,[]
icrs,2025-12-12 07:38:06.248,2025-12-12 07:38:41.248,0.5833333333333179,102.85714285714286 deg,-81.11111111111111 deg,{}
TransitionBlock,2025-12-12 07:38:41.248,2025-12-12 07:38:44.026,0.04629630343249147,,,[]
icrs,2025-12-12 07:38:44.026,2025-12-12 07:39:19.026,0.5833333333333179,102.85714285714286 deg,-78.88888888888889 deg,{}
TransitionBlock,2025-12-12 07:39:19.026,2025-12-12 07:39:35.692,0.277776429590757,,,[]
icrs,2025-12-12 07:39:35.692,2025-12-12 07:40:10.692,0.5833333333333179,102.85714285714286 deg,-65.55555555555556 deg,{}
TransitionBlock,2025-12-12 07:40:10.692,2025-12-12 07:40:28.871,0.30297697804788193,,,[]
icrs,2025-12-12 07:40:28.871,2025-12-12 07:41:03.871,0.5833333333333179,82.28571428571429 deg,-78.88888888888889 deg,{}
TransitionBlock,2025-12-12 07:41:03.871,2025-12-12 07:41:20.538,0.2777794462220218,,,[]
icrs,2025-12-12 07:41:20.538,2025-12-12 07:41:55.538,0.5833333333333179,82.28571428571429 deg,-65.55555555555556 deg,{}
TransitionBlock,2025-12-12 07:41:55.538,2025-12-12 07:42:07.962,0.20706955519807835,,,[]
icrs,2025-12-12 07:42:07.962,2025-12-12 07:42:42.962,0.5833333333333179,68.93617021276596 deg,-74.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:42:42.962,2025-12-12 07:43:38.518,0.9259431590062395,,,[]
icrs,2025-12-12 07:43:38.518,2025-12-12 07:44:13.518,0.5833333333333179,68.93617021276596 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 07:44:13.518,2025-12-12 07:45:01.031,0.7918822080807342,,,[]
icrs,2025-12-12 07:45:01.031,2025-12-12 07:45:36.031,0.5833333333333179,61.87499999999999 deg,-67.77777777777777 deg,{}
TransitionBlock,2025-12-12 07:45:36.031,2025-12-12 07:46:12.143,0.6018673283817755,,,[]
icrs,2025-12-12 07:46:12.143,2025-12-12 07:46:47.143,0.5833333333333179,61.87499999999999 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 07:46:47.143,2025-12-12 07:47:34.590,0.7907713998249566,,,[]
icrs,2025-12-12 07:47:34.590,2025-12-12 07:48:09.590,0.5833333333333179,70.2439024390244 deg,-76.66666666666667 deg,{}
TransitionBlock,2025-12-12 07:48:09.590,2025-12-12 07:48:18.404,0.14690197349253253,,,[]
icrs,2025-12-12 07:48:18.404,2025-12-12 07:48:53.404,0.5833333333333179,62.06896551724138 deg,-70.0 deg,{}
TransitionBlock,2025-12-12 07:48:53.404,2025-12-12 07:49:10.172,0.2794646682946311,,,[]
icrs,2025-12-12 07:49:10.172,2025-12-12 07:49:45.172,0.5833333333333179,58.69565217391305 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 07:49:45.172,2025-12-12 07:49:47.950,0.04630856504589609,,,[]
icrs,2025-12-12 07:49:47.950,2025-12-12 07:50:22.950,0.5833333333333179,58.6046511627907 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 07:50:22.950,2025-12-12 07:50:55.805,0.5475854950335624,,,[]
icrs,2025-12-12 07:50:55.805,2025-12-12 07:51:30.805,0.5833333333333179,98.18181818181816 deg,-83.33333333333333 deg,{}
TransitionBlock,2025-12-12 07:51:30.805,2025-12-12 07:51:47.141,0.2722698208247465,,,[]
icrs,2025-12-12 07:51:47.141,2025-12-12 07:52:22.141,0.5833333333333179,61.13207547169811 deg,-72.22222222222221 deg,{}
TransitionBlock,2025-12-12 07:52:22.141,2025-12-12 07:52:49.920,0.4629736019847819,,,[]
icrs,2025-12-12 07:52:49.920,2025-12-12 07:53:24.920,0.5833333333333179,61.13207547169811 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 07:53:24.920,2025-12-12 07:54:04.340,0.6570065215715104,,,[]
icrs,2025-12-12 07:54:04.340,2025-12-12 07:54:39.340,0.5833333333333179,77.14285714285714 deg,-81.11111111111111 deg,{}
TransitionBlock,2025-12-12 07:54:39.340,2025-12-12 07:54:58.785,0.32407688454445527,,,[]
icrs,2025-12-12 07:54:58.785,2025-12-12 07:55:33.785,0.5833333333333179,77.14285714285714 deg,-65.55555555555556 deg,{}
TransitionBlock,2025-12-12 07:55:33.785,2025-12-12 07:56:32.119,0.9722322486442891,,,[]
icrs,2025-12-12 07:56:32.119,2025-12-12 07:57:07.119,0.5833333333333179,77.14285714285714 deg,-18.888888888888893 deg,{}
TransitionBlock,2025-12-12 07:57:07.119,2025-12-12 07:58:02.598,0.9246572544183884,,,[]
icrs,2025-12-12 07:58:02.598,2025-12-12 07:58:37.598,0.5833333333333179,57.77777777777777 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 07:58:37.598,2025-12-12 07:58:54.340,0.2790308095361116,,,[]
icrs,2025-12-12 07:58:54.340,2025-12-12 07:59:29.340,0.5833333333333179,61.276595744680854 deg,-74.44444444444444 deg,{}
TransitionBlock,2025-12-12 07:59:29.340,2025-12-12 07:59:41.334,0.19989979880317144,,,[]
icrs,2025-12-12 07:59:41.334,2025-12-12 08:00:16.334,0.5833333333333179,81.81818181818183 deg,-83.33333333333333 deg,{}
TransitionBlock,2025-12-12 08:00:16.334,2025-12-12 08:00:25.642,0.15513458754804255,,,[]
icrs,2025-12-12 08:00:25.642,2025-12-12 08:01:00.642,0.5833333333333179,61.46341463414635 deg,-76.66666666666667 deg,{}
TransitionBlock,2025-12-12 08:01:00.642,2025-12-12 08:01:17.413,0.2795196469096517,,,[]
icrs,2025-12-12 08:01:17.413,2025-12-12 08:01:52.413,0.5833333333333179,56.84210526315789 deg,-63.33333333333333 deg,{}
